candidate_id,mention,canonical_candidate,entity_type_suggestion,group_suggestion,mention_count,first_document_date,source_file,annotation_status,review_note
PC00417,bin donn,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 28, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00418,Birkett,,PERSON,Virginia_Company_or_colonial_unverified,1,"NOVEMBER 14, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00419,Blewett,,PERSON,Virginia_Company_or_colonial_unverified,1,"MAY 12, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00420,Bluett,,PERSON,Virginia_Company_or_colonial_unverified,1,"JUNE 11, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00421,Boats,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 24, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00422,Bonnall,,PERSON,Virginia_Company_or_colonial_unverified,1,"APRIL 30, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00423,Bookes,,PERSON,Virginia_Company_or_colonial_unverified,1,"OCTOBER 31, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00424,Bowyer Worsley,,PERSON,Virginia_Company_or_colonial_unverified,1,"APRIL 10, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00425,Box,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 30, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00426,Briggs,,PERSON,Virginia_Company_or_colonial_unverified,1,"MAY 2, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00427,Brome-,,PERSON,Virginia_Company_or_colonial_unverified,1,"JUNE 18, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00428,Bromfeild,,PERSON,Virginia_Company_or_colonial_unverified,1,"SANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00429,Brooke,,PERSON,Virginia_Company_or_colonial_unverified,1,"NOVEMBER 21, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00430,Brooks,,PERSON,Virginia_Company_or_colonial_unverified,1,"NOVEMBER 21, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00431,Bucks,,PERSON,Virginia_Company_or_colonial_unverified,1,"FEBRUARY 13, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00432,Budge,,PERSON,Virginia_Company_or_colonial_unverified,1,"NOVEMBER 19, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00433,Bulkly,,PERSON,Virginia_Company_or_colonial_unverified,1,"FEBRUARY 13, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00434,Canninge,,PERSON,Virginia_Company_or_colonial_unverified,1,"APRIL 12, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00435,Cape Cod,,PERSON,Virginia_Company_or_colonial_unverified,1,"JUNE 11, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00436,Caps,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 28, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00437,Captaine,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 30, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00438,Captaine Argall,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00439,Captaine Bluett,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 30, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00440,Captaine Goldingham,,PERSON,Virginia_Company_or_colonial_unverified,1,"JUNE 18, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00441,Captaine Hazell,,PERSON,Virginia_Company_or_colonial_unverified,1,"FEBRUARY 27, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00442,Captaine Leeke,,PERSON,Virginia_Company_or_colonial_unverified,1,"DECEMBER 4, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00443,Captaine Rayden,,PERSON,Virginia_Company_or_colonial_unverified,1,"FEBRUARY 27, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00444,Captaine Thomas Newce,,PERSON,Virginia_Company_or_colonial_unverified,1,"APRIL 30, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00445,Captaine Tucker,,PERSON,Virginia_Company_or_colonial_unverified,1,"JUNE 18, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00446,Captaine Welden,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 16, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00447,Captaine Weldens,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 16, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00448,Captaine Weldon,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 30, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00449,Captaine William Newce,,PERSON,Virginia_Company_or_colonial_unverified,1,"MAY 2, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00450,Carleton,,PERSON,Virginia_Company_or_colonial_unverified,1,"May 8, 1619",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00451,Cartwright,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00452,Cautions,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00453,Certain Orders,,PERSON,Virginia_Company_or_colonial_unverified,1,"December 10, 1606",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00454,Chamberlaine,,PERSON,Virginia_Company_or_colonial_unverified,1,"SANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00455,Chamberlen,,PERSON,Virginia_Company_or_colonial_unverified,1,"DECEMBER 4, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00456,Chamberlyne,,PERSON,Virginia_Company_or_colonial_unverified,1,"OCTOBER 21, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00457,Chamblen,,PERSON,Virginia_Company_or_colonial_unverified,1,"DECEMBER 19, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00458,Charitable,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 16, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00459,Charles Citty,,PERSON,Virginia_Company_or_colonial_unverified,1,"OCTOBER 31, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00460,Charles I,,PERSON,Virginia_Company_or_colonial_unverified,1,"May 14, 1626",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00461,Charles North,,PERSON,Virginia_Company_or_colonial_unverified,1,"NOVEMBER 14, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00462,Child,,PERSON,Virginia_Company_or_colonial_unverified,1,"MAY 8, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00463,Christian Religion,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 30, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00464,Christofer Earle,,PERSON,Virginia_Company_or_colonial_unverified,1,"NOVEMBER 14, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00465,Claiborne,,PERSON,Virginia_Company_or_colonial_unverified,1,"May 14, 1626",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00466,claimeth,,PERSON,Virginia_Company_or_colonial_unverified,1,"APRIL 30, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00467,Clarke,,PERSON,Virginia_Company_or_colonial_unverified,1,"NOVEMBER 19, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00468,Clement Wilmer,,PERSON,Virginia_Company_or_colonial_unverified,1,"MAY 8, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00469,Cocks,,PERSON,Virginia_Company_or_colonial_unverified,1,"NOVEMBER 14, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00470,Colethurst,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00471,Combs,,PERSON,Virginia_Company_or_colonial_unverified,1,"APRIL 30, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00472,Comfort,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 16, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00473,Common Law,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 27, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00474,Contract,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 12, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00475,Contracté,,PERSON,Virginia_Company_or_colonial_unverified,1,"OCTOBER 17, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00476,Cotton,,PERSON,Virginia_Company_or_colonial_unverified,1,"MARCH 27, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00477,Counsels,,PERSON,Virginia_Company_or_colonial_unverified,1,"OCTOBER 31, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00478,Countrey,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 16, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00479,Coyne,,PERSON,Virginia_Company_or_colonial_unverified,1,"APRIL 12, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00480,Croppe,,PERSON,Virginia_Company_or_colonial_unverified,1,"FEBRUARY 13, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00481,Crowe,,PERSON,Virginia_Company_or_colonial_unverified,1,"NOVEMBER 14, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00482,D. Lawne,,PERSON,Virginia_Company_or_colonial_unverified,1,"NOVEMBER 14, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00483,Damport,,PERSON,Virginia_Company_or_colonial_unverified,1,"NOVEMBER 14, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00484,Daughter Ioane,,PERSON,Virginia_Company_or_colonial_unverified,1,"MARCH 13, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00485,David Middleton,,PERSON,Virginia_Company_or_colonial_unverified,1,"JUNE 11, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00486,Dawes,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00487,De Lawne,,PERSON,Virginia_Company_or_colonial_unverified,1,"MAY 8, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00488,Debtor,,PERSON,Virginia_Company_or_colonial_unverified,1,"JUNE 13, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00489,Delawarr,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00490,Dep,,PERSON,Virginia_Company_or_colonial_unverified,1,"MAY 8, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00491,Dependence,,PERSON,Virginia_Company_or_colonial_unverified,1,"APRIL 10, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00492,Desert,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 30, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00493,desireth,,PERSON,Virginia_Company_or_colonial_unverified,1,"MARCH 13, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00494,Digge,,PERSON,Virginia_Company_or_colonial_unverified,1,"NOVEMBER 21, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00495,Diggs,,PERSON,Virginia_Company_or_colonial_unverified,1,"NOVEMBER 21, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00496,Dike,,PERSON,Virginia_Company_or_colonial_unverified,1,"APRIL 10, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00497,Doctor Gulstone,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 24, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00498,Dorsett,,PERSON,Virginia_Company_or_colonial_unverified,1,"SANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00499,Draught,,PERSON,Virginia_Company_or_colonial_unverified,1,"MARCH 13, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00500,Dudley,,PERSON,Virginia_Company_or_colonial_unverified,1,"April 14, 1896",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00501,Dutch Shipps,,PERSON,Virginia_Company_or_colonial_unverified,1,"NOVEMBER 21, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00502,Eames,,PERSON,Virginia_Company_or_colonial_unverified,1,"May 17, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00503,Earl of Southampton,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00504,Edmond Hackluite,,PERSON,Virginia_Company_or_colonial_unverified,1,"JUNE 13, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00505,Edward Ayer,,PERSON,Virginia_Company_or_colonial_unverified,1,"May 17, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00506,Edward Conway's,,PERSON,Virginia_Company_or_colonial_unverified,1,"FEBRUARY 13, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00507,Edward Hackluite,,PERSON,Virginia_Company_or_colonial_unverified,1,"JUNE 13, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00508,Edward Harbert,,PERSON,Virginia_Company_or_colonial_unverified,1,"MAY 2, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00509,Edward Rogers,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 30, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00510,Edward Sackville,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00511,Edwin Sandys Accompt,,PERSON,Virginia_Company_or_colonial_unverified,1,"JUNE 18, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00512,Elizabeth,,PERSON,Virginia_Company_or_colonial_unverified,1,"October 30, 1605",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00513,Elizabeth Berkly,,PERSON,Virginia_Company_or_colonial_unverified,1,"FEBRUARY 13, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00514,Elizabeth Smalley,,PERSON,Virginia_Company_or_colonial_unverified,1,"MAY 8, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00515,Elizabeth Smalley Widdowe,,PERSON,Virginia_Company_or_colonial_unverified,1,"OCTOBER 31, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00516,Elkin,,PERSON,Virginia_Company_or_colonial_unverified,1,"NOVEMBER 14, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00517,Essingtons Hands,,PERSON,Virginia_Company_or_colonial_unverified,1,"NOVEMBER 21, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00518,Euans,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 28, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00519,Eweus,,PERSON,Virginia_Company_or_colonial_unverified,1,"MAY 8, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00520,Ewre,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00521,Feligate,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00522,Ferdinando Gorge,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 16, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00523,Fogge,,PERSON,Virginia_Company_or_colonial_unverified,1,"OCTOBER 24, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00524,Foxton,,PERSON,Virginia_Company_or_colonial_unverified,1,"APRIL 10, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00525,Frances Wyat,,PERSON,Virginia_Company_or_colonial_unverified,1,"JUNE 13, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00526,Francis Iones,,PERSON,Virginia_Company_or_colonial_unverified,1,"FEBRUARY 13, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00527,Francis Wyat,,PERSON,Virginia_Company_or_colonial_unverified,1,"FEBRUARY 22, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00528,Francis Wyneman,,PERSON,Virginia_Company_or_colonial_unverified,1,"SANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00529,Frenchmen,,PERSON,Virginia_Company_or_colonial_unverified,1,"APRIL 10, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00530,Furrs,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 16, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00531,Generall,,PERSON,Virginia_Company_or_colonial_unverified,1,"APRIL 12, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00532,Georg Sandys,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00533,Georg Smith,,PERSON,Virginia_Company_or_colonial_unverified,1,"OCTOBER 24, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00534,George II,,PERSON,Virginia_Company_or_colonial_unverified,1,"April 8, 1815",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00535,George Mole,,PERSON,Virginia_Company_or_colonial_unverified,1,"APRIL 3, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00536,George Waymouth,,PERSON,Virginia_Company_or_colonial_unverified,1,"October 30, 1605",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00537,George Wilmer,,PERSON,Virginia_Company_or_colonial_unverified,1,"MAY 8, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00538,George Yeardleys Commission,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00539,George Yeardly,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00540,George Yeardly's,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00541,Gibbes,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 21, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00542,Gibbé,,PERSON,Virginia_Company_or_colonial_unverified,1,"SANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00543,Glass,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00544,Governors,,PERSON,Virginia_Company_or_colonial_unverified,1,"JUNE 11, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00545,Guest,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 16, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00546,Gulston,,PERSON,Virginia_Company_or_colonial_unverified,1,"SANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00547,H. Richmond,,PERSON,Virginia_Company_or_colonial_unverified,1,"May 17, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00548,Hamer,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00549,Hamor,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 10, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00550,Harris,,PERSON,Virginia_Company_or_colonial_unverified,1,"APRIL 10, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00551,Harrison,,PERSON,Virginia_Company_or_colonial_unverified,1,"JANUARY 30, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00552,Harwell Knight,,PERSON,Virginia_Company_or_colonial_unverified,1,"FEBRUARY 13, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00553,Hawes,,PERSON,Virginia_Company_or_colonial_unverified,1,"NOVEMBER 21, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00554,Heckford,,PERSON,Virginia_Company_or_colonial_unverified,1,"NOVEMBER 21, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00555,Heifer,,PERSON,Virginia_Company_or_colonial_unverified,1,"JULY 2, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00556,Henry Carye,,PERSON,Virginia_Company_or_colonial_unverified,1,"April 28, 1613",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00557,Henry Fortescue Uncle,,PERSON,Virginia_Company_or_colonial_unverified,1,"OCTOBER 31, 1621",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00558,Henry Hutchinson Citizen,,PERSON,Virginia_Company_or_colonial_unverified,1,"MARCH 13, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00559,Henry Mannering,,PERSON,Virginia_Company_or_colonial_unverified,1,"SANUARY 29, 1620",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00560,Henry Nevile,,PERSON,Virginia_Company_or_colonial_unverified,1,"April 28, 1613",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
PC00561,Henry Paulsted,,PERSON,Virginia_Company_or_colonial_unverified,1,"APRIL 3, 1622",cleanedSection1NERNames.json,seed_unreviewed,NER candidate only; merge spelling variants and verify against context before training.
